trade_num,trade_date,day_of_week,side,entry_time,exit_time,entry_price,exit_price,pts,pnl_dollar,cumulative_pnl,exit_reason,bars_held,mfe_pts,mae_pts,strategy,win,vix_open,vix_high,vix_low,vix_close,vix_pdh,vix_pdl,vix_prev_close,vix_pct_change,es_open,es_high,es_low,es_close,es_prev_close,es_pct_change,vix_regime,vix_intraday,pct_regime,vix_intraday_dir,vix_dod_dir,vix_momentum,vix_q,vix_combo
432,2025-09-10,Wednesday,short,2025-09-10 15:21:00+00:00,2025-09-10T15:33:00+00:00,23930.5,23925.0,5.5,9.96,-114.28,TP,12,9.75,18.5,MNQ_V15,True,14.979999542236328,15.630000114440918,14.630000114440918,15.350000381469727,15.819999694824219,14.970000267028809,15.039999961853027,2.061173007998507,6532.25,6565.25,6522.5,6539.75,6521.75,0.27599954000077087,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
433,2025-09-10,Wednesday,short,2025-09-10 16:06:00+00:00,2025-09-10T16:20:00+00:00,23930.25,23919.75,10.5,19.96,-94.32,TP,14,17.5,11.5,MNQ_V15,True,14.979999542236328,15.630000114440918,14.630000114440918,15.350000381469727,15.819999694824219,14.970000267028809,15.039999961853027,2.061173007998507,6532.25,6565.25,6522.5,6539.75,6521.75,0.27599954000077087,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
434,2025-09-10,Wednesday,short,2025-09-10 17:21:00+00:00,2025-09-10T17:23:00+00:00,23907.5,23897.25,10.25,19.46,-74.86,TP,2,18.25,7.5,MNQ_V15,True,14.979999542236328,15.630000114440918,14.630000114440918,15.350000381469727,15.819999694824219,14.970000267028809,15.039999961853027,2.061173007998507,6532.25,6565.25,6522.5,6539.75,6521.75,0.27599954000077087,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
435,2025-09-10,Wednesday,short,2025-09-10 18:41:00+00:00,2025-09-10T18:43:00+00:00,23874.25,23867.5,6.75,12.46,-62.4,TP,2,11.25,0.0,MNQ_V15,True,14.979999542236328,15.630000114440918,14.630000114440918,15.350000381469727,15.819999694824219,14.970000267028809,15.039999961853027,2.061173007998507,6532.25,6565.25,6522.5,6539.75,6521.75,0.27599954000077087,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
436,2025-09-10,Wednesday,short,2025-09-10 19:44:00+00:00,2025-09-10T20:00:00+00:00,23855.75,23875.25,-19.5,-40.04,-102.44,EOD,16,4.25,37.0,MNQ_V15,False,14.979999542236328,15.630000114440918,14.630000114440918,15.350000381469727,15.819999694824219,14.970000267028809,15.039999961853027,2.061173007998507,6532.25,6565.25,6522.5,6539.75,6521.75,0.27599954000077087,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
437,2025-09-11,Thursday,long,2025-09-11 14:01:00+00:00,2025-09-11T14:04:00+00:00,23966.75,23978.0,11.25,21.46,-80.98,TP,3,16.5,5.25,MNQ_V15,True,15.1899995803833,15.239999771118164,14.649999618530273,14.710000038146973,15.630000114440918,14.630000114440918,15.350000381469727,-4.1693832405069635,6535.75,6600.0,6535.5,6592.5,6539.75,0.806605757100809,VIX neutral,VIX inside range,Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),Low VIX,VIX down + Low VIX
438,2025-09-11,Thursday,long,2025-09-11 15:01:00+00:00,2025-09-11T15:04:00+00:00,24003.5,24010.0,6.5,11.96,-69.02,TP,3,8.75,2.0,MNQ_V15,True,15.1899995803833,15.239999771118164,14.649999618530273,14.710000038146973,15.630000114440918,14.630000114440918,15.350000381469727,-4.1693832405069635,6535.75,6600.0,6535.5,6592.5,6539.75,0.806605757100809,VIX neutral,VIX inside range,Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),Low VIX,VIX down + Low VIX
439,2025-09-12,Friday,long,2025-09-12 15:11:00+00:00,2025-09-12T15:17:00+00:00,24096.5,24102.25,5.75,10.46,-58.56,TP,6,9.0,15.75,MNQ_V15,True,14.619999885559082,14.970000267028809,14.40999984741211,14.760000228881836,15.239999771118164,14.649999618530273,14.710000038146973,0.3399061224010902,6596.25,6606.0,6576.0,6588.25,6592.5,-0.06446719757300379,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
440,2025-09-12,Friday,long,2025-09-12 16:16:00+00:00,2025-09-12T16:33:00+00:00,24102.5,24108.5,6.0,10.96,-47.6,TP,17,10.0,11.0,MNQ_V15,True,14.619999885559082,14.970000267028809,14.40999984741211,14.760000228881836,15.239999771118164,14.649999618530273,14.710000038146973,0.3399061224010902,6596.25,6606.0,6576.0,6588.25,6592.5,-0.06446719757300379,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
441,2025-09-12,Friday,long,2025-09-12 17:51:00+00:00,2025-09-12T17:53:00+00:00,24112.0,24117.0,5.0,8.96,-38.64,TP,2,9.75,1.25,MNQ_V15,True,14.619999885559082,14.970000267028809,14.40999984741211,14.760000228881836,15.239999771118164,14.649999618530273,14.710000038146973,0.3399061224010902,6596.25,6606.0,6576.0,6588.25,6592.5,-0.06446719757300379,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
442,2025-09-12,Friday,long,2025-09-12 18:56:00+00:00,2025-09-12T18:58:00+00:00,24153.25,24158.25,5.0,8.96,-29.68,TP,2,5.75,1.5,MNQ_V15,True,14.619999885559082,14.970000267028809,14.40999984741211,14.760000228881836,15.239999771118164,14.649999618530273,14.710000038146973,0.3399061224010902,6596.25,6606.0,6576.0,6588.25,6592.5,-0.06446719757300379,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
443,2025-09-15,Monday,long,2025-09-15 14:41:00+00:00,2025-09-15T14:46:00+00:00,24252.25,24256.75,4.5,7.96,-21.72,TP,5,8.75,2.25,MNQ_V15,True,15.140000343322754,15.84000015258789,14.920000076293945,15.6899995803833,14.970000267028809,14.40999984741211,14.760000228881836,6.30080851680257,6588.25,6623.5,6585.25,6621.5,6588.25,0.5046863734679219,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),Low VIX,VIX up + Low VIX
444,2025-09-15,Monday,long,2025-09-15 16:11:00+00:00,2025-09-15T16:14:00+00:00,24280.5,24288.0,7.5,13.96,-7.76,TP,3,13.75,1.25,MNQ_V15,True,15.140000343322754,15.84000015258789,14.920000076293945,15.6899995803833,14.970000267028809,14.40999984741211,14.760000228881836,6.30080851680257,6588.25,6623.5,6585.25,6621.5,6588.25,0.5046863734679219,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),Low VIX,VIX up + Low VIX
445,2025-09-15,Monday,long,2025-09-15 16:36:00+00:00,2025-09-15T19:48:00+00:00,24284.75,24290.25,5.5,9.96,2.2,TP,192,8.25,39.5,MNQ_V15,True,15.140000343322754,15.84000015258789,14.920000076293945,15.6899995803833,14.970000267028809,14.40999984741211,14.760000228881836,6.30080851680257,6588.25,6623.5,6585.25,6621.5,6588.25,0.5046863734679219,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),Low VIX,VIX up + Low VIX
446,2025-09-16,Tuesday,short,2025-09-16 14:31:00+00:00,2025-09-16T14:39:00+00:00,24298.0,24287.25,10.75,20.46,22.66,TP,8,13.0,15.75,MNQ_V15,True,15.600000381469727,16.3799991607666,15.4399995803833,16.360000610351562,15.84000015258789,14.920000076293945,15.6899995803833,4.270242497685861,6616.25,6639.0,6604.25,6610.75,6621.5,-0.16234992071283427,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
447,2025-09-16,Tuesday,short,2025-09-16 15:06:00+00:00,2025-09-16T15:34:00+00:00,24277.75,24272.75,5.0,8.96,31.62,TP,28,5.75,23.25,MNQ_V15,True,15.600000381469727,16.3799991607666,15.4399995803833,16.360000610351562,15.84000015258789,14.920000076293945,15.6899995803833,4.270242497685861,6616.25,6639.0,6604.25,6610.75,6621.5,-0.16234992071283427,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
448,2025-09-16,Tuesday,short,2025-09-16 16:01:00+00:00,2025-09-16T19:06:00+00:00,24264.5,24316.25,-51.75,-104.54,-72.92,SL,185,7.0,55.25,MNQ_V15,False,15.600000381469727,16.3799991607666,15.4399995803833,16.360000610351562,15.84000015258789,14.920000076293945,15.6899995803833,4.270242497685861,6616.25,6639.0,6604.25,6610.75,6621.5,-0.16234992071283427,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
449,2025-09-17,Wednesday,short,2025-09-17 15:26:00+00:00,2025-09-17T15:28:00+00:00,24179.5,24172.75,6.75,12.46,-60.46,TP,2,12.75,1.75,MNQ_V15,True,16.420000076293945,16.75,15.260000228881836,15.720000267028809,16.3799991607666,15.4399995803833,16.360000610351562,-3.911982392701152,6613.0,6629.0,6554.0,6601.25,6610.75,-0.14370532844231176,VIX neutral,VIX wide range (both),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),Low VIX,VIX down + Low VIX
450,2025-09-17,Wednesday,short,2025-09-17 16:36:00+00:00,2025-09-17T16:38:00+00:00,24161.5,24156.0,5.5,9.96,-50.5,TP,2,11.5,0.0,MNQ_V15,True,16.420000076293945,16.75,15.260000228881836,15.720000267028809,16.3799991607666,15.4399995803833,16.360000610351562,-3.911982392701152,6613.0,6629.0,6554.0,6601.25,6610.75,-0.14370532844231176,VIX neutral,VIX wide range (both),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),Low VIX,VIX down + Low VIX
451,2025-09-17,Wednesday,short,2025-09-17 18:16:00+00:00,2025-09-17T18:23:00+00:00,24100.5,24171.5,-71.0,-143.04,-193.54,SL,7,16.5,86.0,MNQ_V15,False,16.420000076293945,16.75,15.260000228881836,15.720000267028809,16.3799991607666,15.4399995803833,16.360000610351562,-3.911982392701152,6613.0,6629.0,6554.0,6601.25,6610.75,-0.14370532844231176,VIX neutral,VIX wide range (both),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),Low VIX,VIX down + Low VIX
452,2025-09-18,Thursday,long,2025-09-18 15:36:00+00:00,2025-09-18T15:53:00+00:00,24540.75,24487.75,-53.0,-107.04,-300.58,SL,17,6.0,60.75,MNQ_V15,False,14.930000305175781,15.800000190734863,14.329999923706055,15.699999809265137,16.75,15.260000228881836,15.720000267028809,-0.12722937292578562,6606.0,6662.0,6605.75,6635.0,6601.25,0.5112668055292646,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX falling (close<prev),VIX drifting down (0-5%),Low VIX,VIX up + Low VIX
453,2025-09-18,Thursday,short,2025-09-18 18:16:00+00:00,2025-09-18T18:18:00+00:00,24500.5,24490.75,9.75,18.46,-282.12,TP,2,17.0,5.0,MNQ_V15,True,14.930000305175781,15.800000190734863,14.329999923706055,15.699999809265137,16.75,15.260000228881836,15.720000267028809,-0.12722937292578562,6606.0,6662.0,6605.75,6635.0,6601.25,0.5112668055292646,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX falling (close<prev),VIX drifting down (0-5%),Low VIX,VIX up + Low VIX
454,2025-09-18,Thursday,short,2025-09-18 18:46:00+00:00,2025-09-18T19:26:00+00:00,24488.5,24479.25,9.25,17.46,-264.66,TP,40,13.25,30.25,MNQ_V15,True,14.930000305175781,15.800000190734863,14.329999923706055,15.699999809265137,16.75,15.260000228881836,15.720000267028809,-0.12722937292578562,6606.0,6662.0,6605.75,6635.0,6601.25,0.5112668055292646,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX falling (close<prev),VIX drifting down (0-5%),Low VIX,VIX up + Low VIX
455,2025-09-22,Monday,long,2025-09-22 15:26:00+00:00,2025-09-22T15:27:00+00:00,24913.75,24919.75,6.0,10.96,-253.7,TP,1,8.25,1.0,MNQ_V15,True,16.139999389648438,16.350000381469727,15.779999732971191,16.100000381469727,16.1299991607666,15.289999961853027,15.449999809265137,4.207123496628107,6716.0,6756.75,6695.25,6752.5,6658.77001953125,1.4076170252738107,VIX neutral,VIX touched PDH (bearish),BOTH UP 1%+ (bearish),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX down + Low VIX
456,2025-09-22,Monday,long,2025-09-22 16:06:00+00:00,2025-09-22T16:07:00+00:00,24917.75,24928.25,10.5,19.96,-233.74,TP,1,14.0,0.0,MNQ_V15,True,16.139999389648438,16.350000381469727,15.779999732971191,16.100000381469727,16.1299991607666,15.289999961853027,15.449999809265137,4.207123496628107,6716.0,6756.75,6695.25,6752.5,6658.77001953125,1.4076170252738107,VIX neutral,VIX touched PDH (bearish),BOTH UP 1%+ (bearish),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX down + Low VIX
457,2025-09-22,Monday,long,2025-09-22 17:26:00+00:00,2025-09-22T17:45:00+00:00,24989.0,24996.0,7.0,12.96,-220.78,TP,19,9.0,11.25,MNQ_V15,True,16.139999389648438,16.350000381469727,15.779999732971191,16.100000381469727,16.1299991607666,15.289999961853027,15.449999809265137,4.207123496628107,6716.0,6756.75,6695.25,6752.5,6658.77001953125,1.4076170252738107,VIX neutral,VIX touched PDH (bearish),BOTH UP 1%+ (bearish),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX down + Low VIX
458,2025-09-22,Monday,long,2025-09-22 18:06:00+00:00,2025-09-22T18:13:00+00:00,24996.0,25002.25,6.25,11.46,-209.32,TP,7,7.5,7.0,MNQ_V15,True,16.139999389648438,16.350000381469727,15.779999732971191,16.100000381469727,16.1299991607666,15.289999961853027,15.449999809265137,4.207123496628107,6716.0,6756.75,6695.25,6752.5,6658.77001953125,1.4076170252738107,VIX neutral,VIX touched PDH (bearish),BOTH UP 1%+ (bearish),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX down + Low VIX
459,2025-09-22,Monday,long,2025-09-22 19:01:00+00:00,2025-09-22T19:15:00+00:00,25014.0,25022.75,8.75,16.46,-192.86,TP,14,13.25,6.0,MNQ_V15,True,16.139999389648438,16.350000381469727,15.779999732971191,16.100000381469727,16.1299991607666,15.289999961853027,15.449999809265137,4.207123496628107,6716.0,6756.75,6695.25,6752.5,6658.77001953125,1.4076170252738107,VIX neutral,VIX touched PDH (bearish),BOTH UP 1%+ (bearish),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX down + Low VIX
460,2025-09-23,Tuesday,short,2025-09-23 14:51:00+00:00,2025-09-23T15:01:00+00:00,24946.75,24939.75,7.0,12.96,-179.9,TP,10,9.75,17.0,MNQ_V15,True,16.100000381469727,17.06999969482422,15.949999809265137,16.639999389648438,16.350000381469727,15.779999732971191,16.100000381469727,3.3540310272304197,6749.5,6756.5,6701.75,6715.0,6752.5,-0.5553498704183646,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
461,2025-09-23,Tuesday,long,2025-09-23 15:26:00+00:00,2025-09-23T17:04:00+00:00,24962.0,24911.75,-50.25,-101.54,-281.44,SL,98,1.5,53.25,MNQ_V15,False,16.100000381469727,17.06999969482422,15.949999809265137,16.639999389648438,16.350000381469727,15.779999732971191,16.100000381469727,3.3540310272304197,6749.5,6756.5,6701.75,6715.0,6752.5,-0.5553498704183646,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
462,2025-09-23,Tuesday,short,2025-09-23 18:41:00+00:00,2025-09-23T18:54:00+00:00,24806.0,24800.25,5.75,10.46,-270.98,TP,13,11.75,16.5,MNQ_V15,True,16.100000381469727,17.06999969482422,15.949999809265137,16.639999389648438,16.350000381469727,15.779999732971191,16.100000381469727,3.3540310272304197,6749.5,6756.5,6701.75,6715.0,6752.5,-0.5553498704183646,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
463,2025-09-24,Wednesday,short,2025-09-24 14:11:00+00:00,2025-09-24T14:13:00+00:00,24817.75,24811.25,6.5,11.96,-259.02,TP,2,11.75,5.25,MNQ_V15,True,16.56999969482422,17.209999084472656,16.18000030517578,16.18000030517578,17.06999969482422,15.949999809265137,16.639999389648438,-2.764417676354103,6717.75,6728.75,6678.0,6692.25,6715.0,-0.3387937453462442,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),Low VIX,VIX down + Low VIX
464,2025-09-24,Wednesday,short,2025-09-24 15:40:00+00:00,2025-09-24T15:42:00+00:00,24771.75,24761.25,10.5,19.96,-239.06,TP,2,13.5,5.75,MNQ_V15,True,16.56999969482422,17.209999084472656,16.18000030517578,16.18000030517578,17.06999969482422,15.949999809265137,16.639999389648438,-2.764417676354103,6717.75,6728.75,6678.0,6692.25,6715.0,-0.3387937453462442,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),Low VIX,VIX down + Low VIX
465,2025-09-24,Wednesday,short,2025-09-24 16:56:00+00:00,2025-09-24T16:58:00+00:00,24688.75,24681.5,7.25,13.46,-225.6,TP,2,9.75,4.0,MNQ_V15,True,16.56999969482422,17.209999084472656,16.18000030517578,16.18000030517578,17.06999969482422,15.949999809265137,16.639999389648438,-2.764417676354103,6717.75,6728.75,6678.0,6692.25,6715.0,-0.3387937453462442,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),Low VIX,VIX down + Low VIX
466,2025-09-25,Thursday,long,2025-09-25 15:01:00+00:00,2025-09-25T15:12:00+00:00,24622.25,24638.75,16.5,31.96,-193.64,TP,11,22.5,38.5,MNQ_V15,True,16.549999237060547,17.739999771118164,16.31999969482422,16.739999771118164,17.209999084472656,16.18000030517578,16.18000030517578,3.461059674784095,6697.25,6705.25,6624.25,6659.75,6692.25,-0.4856363704284772,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Mid VIX,VIX up + Mid VIX
467,2025-09-25,Thursday,short,2025-09-25 16:35:00+00:00,2025-09-25T16:36:00+00:00,24669.75,24663.0,6.75,12.46,-181.18,TP,1,11.5,0.5,MNQ_V15,True,16.549999237060547,17.739999771118164,16.31999969482422,16.739999771118164,17.209999084472656,16.18000030517578,16.18000030517578,3.461059674784095,6697.25,6705.25,6624.25,6659.75,6692.25,-0.4856363704284772,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Mid VIX,VIX up + Mid VIX
468,2025-09-25,Thursday,short,2025-09-25 17:21:00+00:00,2025-09-25T17:22:00+00:00,24596.0,24578.5,17.5,33.96,-147.22,TP,1,27.0,0.75,MNQ_V15,True,16.549999237060547,17.739999771118164,16.31999969482422,16.739999771118164,17.209999084472656,16.18000030517578,16.18000030517578,3.461059674784095,6697.25,6705.25,6624.25,6659.75,6692.25,-0.4856363704284772,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Mid VIX,VIX up + Mid VIX
469,2025-09-25,Thursday,long,2025-09-25 18:41:00+00:00,2025-09-25T18:42:00+00:00,24628.25,24634.25,6.0,10.96,-136.26,TP,1,12.0,3.25,MNQ_V15,True,16.549999237060547,17.739999771118164,16.31999969482422,16.739999771118164,17.209999084472656,16.18000030517578,16.18000030517578,3.461059674784095,6697.25,6705.25,6624.25,6659.75,6692.25,-0.4856363704284772,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Mid VIX,VIX up + Mid VIX
470,2025-09-26,Friday,long,2025-09-26 14:01:00+00:00,2025-09-26T14:02:00+00:00,24722.25,24729.5,7.25,13.46,-122.8,TP,1,11.0,16.75,MNQ_V15,True,16.889999389648438,17.049999237060547,15.289999961853027,15.289999961853027,17.739999771118164,16.31999969482422,16.739999771118164,-8.66188667318173,6662.75,6703.75,6653.25,6696.5,6659.75,0.5518225158602119,VIX < PDL (bullish),VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),Low VIX,VIX down + Low VIX
471,2025-09-26,Friday,short,2025-09-26 14:51:00+00:00,2025-09-26T15:20:00+00:00,24552.0,24603.75,-51.75,-104.54,-227.34,SL,29,6.5,56.0,MNQ_V15,False,16.889999389648438,17.049999237060547,15.289999961853027,15.289999961853027,17.739999771118164,16.31999969482422,16.739999771118164,-8.66188667318173,6662.75,6703.75,6653.25,6696.5,6659.75,0.5518225158602119,VIX < PDL (bullish),VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),Low VIX,VIX down + Low VIX
472,2025-09-26,Friday,long,2025-09-26 18:26:00+00:00,2025-09-26T18:42:00+00:00,24725.0,24731.5,6.5,11.96,-215.38,TP,16,12.0,17.0,MNQ_V15,True,16.889999389648438,17.049999237060547,15.289999961853027,15.289999961853027,17.739999771118164,16.31999969482422,16.739999771118164,-8.66188667318173,6662.75,6703.75,6653.25,6696.5,6659.75,0.5518225158602119,VIX < PDL (bullish),VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),Low VIX,VIX down + Low VIX
473,2025-09-26,Friday,long,2025-09-26 19:02:00+00:00,2025-09-26T19:24:00+00:00,24723.75,24730.5,6.75,12.46,-202.92,TP,22,7.75,16.75,MNQ_V15,True,16.889999389648438,17.049999237060547,15.289999961853027,15.289999961853027,17.739999771118164,16.31999969482422,16.739999771118164,-8.66188667318173,6662.75,6703.75,6653.25,6696.5,6659.75,0.5518225158602119,VIX < PDL (bullish),VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),Low VIX,VIX down + Low VIX
474,2025-09-29,Monday,long,2025-09-29 14:26:00+00:00,2025-09-29T15:11:00+00:00,24965.0,24914.75,-50.25,-101.54,-304.46,SL,45,3.0,62.25,MNQ_V15,False,15.84000015258789,16.290000915527344,15.739999771118164,16.1200008392334,17.049999237060547,15.289999961853027,15.289999961853027,5.428390316881204,6697.0,6736.0,6696.25,6713.5,6696.5,0.25386395878443935,VIX neutral,VIX inside range,Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),Low VIX,VIX up + Low VIX
475,2025-09-29,Monday,short,2025-09-29 16:34:00+00:00,2025-09-29T16:36:00+00:00,24859.5,24854.25,5.25,9.46,-295.0,TP,2,10.25,1.75,MNQ_V15,True,15.84000015258789,16.290000915527344,15.739999771118164,16.1200008392334,17.049999237060547,15.289999961853027,15.289999961853027,5.428390316881204,6697.0,6736.0,6696.25,6713.5,6696.5,0.25386395878443935,VIX neutral,VIX inside range,Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),Low VIX,VIX up + Low VIX
476,2025-09-30,Tuesday,short,2025-09-30 14:00:00+00:00,2025-09-30T14:06:00+00:00,24788.0,24782.75,5.25,9.46,-285.54,TP,6,36.25,24.5,MNQ_V15,True,16.489999771118164,16.700000762939453,16.020000457763672,16.280000686645508,16.290000915527344,15.739999771118164,16.1200008392334,0.9925548330164791,6708.0,6743.5,6693.0,6738.75,6713.5,0.37610784240709183,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX down + Low VIX
477,2025-09-30,Tuesday,long,2025-09-30 17:56:00+00:00,2025-09-30T18:10:00+00:00,24782.5,24788.0,5.5,9.96,-275.58,TP,14,20.5,20.5,MNQ_V15,True,16.489999771118164,16.700000762939453,16.020000457763672,16.280000686645508,16.290000915527344,15.739999771118164,16.1200008392334,0.9925548330164791,6708.0,6743.5,6693.0,6738.75,6713.5,0.37610784240709183,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX down + Low VIX
478,2025-10-01,Wednesday,long,2025-10-01 17:56:00+00:00,2025-10-01T17:57:00+00:00,24971.75,24977.5,5.75,10.46,-265.12,TP,1,6.5,1.25,MNQ_V15,True,17.280000686645508,17.280000686645508,15.979999542236328,16.290000915527344,16.700000762939453,16.020000457763672,16.280000686645508,0.06142646474234237,6725.5,6769.5,6680.0,6761.5,6738.75,0.3375997032090572,VIX neutral,VIX wide range (both),Small moves (<1%),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX down + Low VIX
479,2025-10-02,Thursday,short,2025-10-02 15:41:00+00:00,2025-10-02T15:48:00+00:00,25027.75,25017.75,10.0,18.96,-246.16,TP,7,11.75,12.5,MNQ_V15,True,16.1200008392334,16.920000076293945,15.930000305175781,16.6299991607666,17.280000686645508,15.979999542236328,16.290000915527344,2.0871591536571144,6757.0,6782.25,6741.5,6766.75,6761.5,0.07764549286402023,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
480,2025-10-02,Thursday,long,2025-10-02 16:56:00+00:00,2025-10-02T17:00:00+00:00,25072.25,25077.5,5.25,9.46,-236.7,TP,4,8.0,2.75,MNQ_V15,True,16.1200008392334,16.920000076293945,15.930000305175781,16.6299991607666,17.280000686645508,15.979999542236328,16.290000915527344,2.0871591536571144,6757.0,6782.25,6741.5,6766.75,6761.5,0.07764549286402023,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Low VIX,VIX up + Low VIX
481,2025-10-03,Friday,long,2025-10-03 15:16:00+00:00,2025-10-03T15:22:00+00:00,25127.25,25137.5,10.25,19.46,-217.24,TP,6,14.75,4.5,MNQ_V15,True,16.350000381469727,17.059999465942383,16.200000762939453,16.649999618530273,16.920000076293945,15.930000305175781,16.6299991607666,0.12026734078771639,6764.75,6800.0,6754.0,6764.0,6766.75,-0.040639893597371746,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Mid VIX,VIX up + Mid VIX
